a_id		w_id
a2963		w2636
a297		w2601
a2973		w582
a2974		w999
a298		w2722
a298		w2991
a298		w3148
a298		w3323
a3		w40
a30		w2537
a302		w1723
a302		w1742
a302		w1810
a303		w30
a304		w640
a310		w2599
a315		w2038
a315		w2097
a315		w2191
a316		w2453
a316		w4543
a317		w609
a317		w613
a317		w687
a320		w2537
a322		w32
a325		w1986
a325		w2002
a329		w585
a330		w3488
a339		w1566
a339		w698
a339		w734
a346		w1304
a346		w1348
a346		w51
a346		w68
a36		w1627
a360		w2289
a365		w1352
a365		w765
a365		w78
a368		w1037
a368		w1188
a368		w4273
a368		w4290
a368		w715
a368		w748
a368		w753
a368		w962
a37		w1176
a370		w3903
a378		w2289
a379		w2289
a38		w1986
a38		w1987
a38		w2002
a38		w2016
a381		w2017
a381		w2315
a381		w771
a381		w838
a381		w943
a383		w732
a387		w2346
a387		w2497
a389		w2275
a389		w2416
a389		w2951
a389		w2952
a389		w2984
a389		w2985
a389		w2986
a389		w2992
a389		w3013
a389		w3014
a389		w3015
a389		w3021
a389		w3022
a389		w3029
a389		w3044
a389		w3045
a389		w3046
a389		w3055
a389		w3056
a389		w3071
a389		w3072
a389		w3073
a389		w3077
a389		w3078
a389		w3079
a389		w3095
a389		w3105
a389		w3106
a389		w3115
a389		w3116
a389		w3117
a389		w3121
a389		w3122
a389		w3134
a389		w3149
a389		w3150
a389		w3151
a389		w3176
a389		w3177
a389		w3178
a389		w3179
a389		w3180
a389		w3181
a389		w3221
a389		w3222
a389		w3223
a389		w3224
a389		w3225
a389		w3226
a389		w3231
a389		w3286
a389		w3287
a389		w3288
a389		w3289
a389		w3290
a389		w3335
a389		w3336
a389		w3337
a389		w3438
a390		w257
a391		w1693
a392		w735
a393		w2702
a4		w1755
a4		w1958
a4		w21
a41		w2192
a414		w1694
a416		w1420
a419		w1381
a419		w1410
a421		w56
a425		w738
a425		w766
a425		w848
a425		w977
a427		w2306
a432		w72
a435		w1352
a435		w765
a435		w78
a436		w2614
a438		w1696
a438		w1740
a438		w1773
a438		w1808
a438		w1827
a438		w695
a438		w709
a44		w1839
a44		w1859
a445		w2380
a447		w2380
a447		w629
a449		w1646
a45		w1403
a451		w2265
a451		w2338
a457		w2937
a457		w2948
a457		w2958
a457		w2978
a457		w2990
a457		w3025
a457		w3074
a457		w3114
a457		w3333
a457		w3423
a457		w3482
a457		w3484
a459		w2137
a459		w2252
a459		w2265
a459		w2341
a459		w2472
a465		w1066
a465		w1566
a465		w698
a466		w3638
a466		w3738
a467		w609
a47		w3583
a473		w809
a477		w3104
a477		w3146
a477		w3332
a477		w3425
a477		w493
a477		w499
a477		w74
a478		w1777
a478		w1849
a478		w1941
a478		w700
a481		w2418
a481		w996
a482		w1092
a482		w1786
a482		w1811
a482		w1838
a482		w1901
a482		w736
a482		w915
a498		w4517
a498		w935
a498		w944
a498		w945
a5		w1694
a50		w2960
a50		w2961
a50		w3028
a501		w2137
a501		w2237
a501		w2252
a501		w2341
a501		w2469
a503		w1357
a503		w1360
a507		w2301
a507		w2491
a509		w1404
a510		w3682
a510		w3826
a510		w3874
a510		w4202
a512		w1988
a512		w1991
a512		w2000
a512		w2482
a512		w2483
a515		w2319
a516		w1823
a519		w3579
a519		w3698
a519		w3713
a524		w999
a525		w3638
a530		w2265
a533		w1365
a533		w1367
a533		w1399
a534		w2017
a534		w2315
a534		w771
a534		w838
a534		w943
a54		w2004
a54		w2242
a55		w1374
a55		w2211
a564		w1038
a564		w665
a564		w667
a564		w796
a568		w224
a568		w600
a568		w635
a568		w64
a57		w3539
a570		w1496
a571		w1111
a571		w727
a571		w891
a572		w1343
a572		w291
a572		w356
a572		w79
a58		w1717
a581		w139
a581		w2702
a581		w2977
a581		w2996
a586		w2137
a586		w2237
a586		w2252
a586		w2469
a586		w2472
a592		w1358
a593		w1726
a6		w1694
a60		w2235
a600		w1762
a602		w713
a61		w2636
a611		w3592
a629		w266
a629		w280
a629		w36
a63		w1958
a63		w21
a63		w781
a631		w609
a632		w692
a633		w1404
a639		w1248
a647		w2289
a648		w41
a650		w1558
a651		w1413
a654		w3488
a656		w2137
a656		w2237
a656		w2252
a656		w2341
a656		w2469
a66		w1366
a66		w1370
a66		w2310
a664		w2290
a664		w429
a664		w766
a664		w848
a669		w429
a669		w738
a669		w766
a669		w848
a669		w977
a67		w1936
a677		w584
a679		w1351
a679		w1355
a679		w2052
a679		w2079
a68		w1492
a68		w2516
a682		w4566
a688		w1725
a688		w1903
a691		w1453
a695		w898
a7		w571
a7		w573
a70		w953
a703		w1803
a703		w60
a703		w731
a703		w941
a704		w1986
a705		w815
a707		w1390
a707		w1463
a707		w1503
a708		w644
a712		w2184
a712		w2712
a712		w2945
a712		w2957
a712		w2979
a712		w2982
a712		w2989
a712		w3113
a712		w3118
a712		w3240
a712		w3365
a713		w1033
a713		w597
a713		w610
a717		w2322
a717		w2701
a72		w1362
a72		w1437
a72		w2602
a730		w848
a733		w2289
a736		w2028
a74		w1725
a74		w1903
a742		w2137
a742		w2237
a742		w2252
a742		w2341
a742		w2469
a742		w2472
a743		w2452
a745		w1729
a745		w1757
a752		w2533
a758		w823
a76		w2201
a76		w2489
a76		w2493
a761		w1403
a763		w2733
a763		w2943
a763		w2993
a763		w731
a763		w935
a763		w941
a763		w944
a763		w945
a764		w2237
a764		w2341
a764		w2469
a764		w2472
a766		w208
a767		w2033
a767		w860
a776		w2734
a777		w634
a780		w2535
a781		w2137
a781		w2252
a781		w2341
a781		w2469
a781		w2472
a782		w2246
a782		w346
a784		w1431
a790		w1465
a8		w1983
a8		w1988
a8		w1991
a8		w2000
a8		w2001
a8		w2125
a8		w2212
a8		w2482
a8		w2483
a816		w3537
a816		w3560
a816		w3647
a816		w3670
a816		w3676
a816		w3678
a816		w3782
a816		w3899
a816		w3929
a816		w3963
a816		w4049
a816		w4050
a816		w4060
a816		w4073
a816		w4078
a82		w842
a821		w1082
a821		w2046
a821		w2614
a821		w834
a823		w1466
a823		w2557
a845		w1787
a85		w224
a85		w51
a85		w600
a85		w64
a85		w72
a851		w1437
a856		w2220
a857		w2322
a859		w2322
a859		w2701
a864		w598
a869		w2310
a875		w1483
a878		w2294
a878		w477
a88		w2021
a88		w2131
a88		w2156
a88		w2485
a88		w4281
a88		w4417
a88		w4803
a884		w1037
a884		w1188
a884		w4273
a884		w4290
a884		w715
a884		w748
a884		w753
a884		w962
a887		w1386
a887		w669
a888		w2275
a888		w2416
a888		w2951
a888		w2952
a888		w2984
a888		w2985
a888		w2986
a888		w2992
a888		w3013
a888		w3014
a888		w3015
a888		w3021
a888		w3022
a888		w3029
a888		w3044
a888		w3045
a888		w3046
a888		w3055
a888		w3056
a888		w3071
a888		w3072
a888		w3073
a888		w3077
a888		w3078
a888		w3079
a888		w3095
a888		w3105
a888		w3106
a888		w3115
a888		w3116
a888		w3117
a888		w3121
a888		w3122
a888		w3134
a888		w3149
a888		w3150
a888		w3151
a888		w3176
a888		w3177
a888		w3178
a888		w3179
a888		w3180
a888		w3181
a888		w3221
a888		w3222
a888		w3223
a888		w3224
a888		w3225
a888		w3226
a888		w3231
a888		w3286
a888		w3287
a888		w3288
a888		w3289
a888		w3290
a888		w3335
a888		w3336
a888		w3337
a888		w3438
a894		w2289
a895		w2265
a897		w2137
a897		w2237
a897		w2252
a897		w2341
a897		w2469
a897		w2472
a898		w2109
a898		w2549
a898		w789
a900		w2937
a900		w2948
a900		w2958
a900		w2978
a900		w2990
a900		w3025
a900		w3074
a900		w3114
a900		w3333
a900		w3423
a900		w3482
a900		w3484
a908		w701
a909		w2521
a909		w2584
a922		w177
a924		w935
a924		w944
a924		w945
a925		w2322
a925		w2701
a929		w2460
a929		w2609
a93		w2306
a937		w2295
a944		w2888
a944		w2950
a945		w740
a946		w1799
a946		w1812
a951		w2265
a951		w2472
a952		w1696
a952		w1764
a952		w1799
a952		w1894
a952		w193
a952		w1978
a952		w1979
a952		w2481
a952		w2515
a960		w2301
a960		w2491
a964		w4444
a966		w2468
a970		w860
a973		w1327
a98		w577
a980		w2638
a982		w2099
a982		w606
a985		w2510
a987		w1403
a989		w605
a99		w2235
a993		w2174
a999		w2977
a999		w2996
